Date,Open,High,Low,Close,AdjClose,Volume,Return,Return5,Return20,SMA5,SMA20,EMA5,EMA20,MACD,MACDSignal,RSI
2021-12-15,35549.351563,35943.839844,35389.300781,35927.429688,35927.429688,424720000,0.998416577745846,0.995159596630243,0.983120776190547,35733.364844,35413.72890635,35615.787327199,35487.234611857,11.0337322531923,-52.5272862176308,49.832710933095
2021-12-14,35605.730469,35779.46875,35441.738281,35544.179688,35544.179688,440900000,0.990177704896543,0.996888832885956,0.986959561043641,35766.864844,35440.0703126,35649.0052092985,35480.6959854209,6.60206003766507,-68.4175408353366,54.1991071534628
2021-12-13,35958.929688,35958.929688,35609.53125,35650.949219,35650.949219,441110000,1.0035829453972,1.01510110614188,0.995297427405833,35730.5164064,35466.2251954,35670.6425794478,35467.5344608336,-4.8907928925255,-87.172441053587,49.3961559180129
2021-12-10,35830.550781,35982.691406,35710.429688,35970.988281,35970.988281,361200000,1.00303141673536,1.03456547918541,0.996295426555015,35465.4164064,35466.4677735,35526.4990251717,35415.8086474477,-55.4508159431643,-107.742853093852,47.7192017307654
2021-12-09,35722.261719,35864.238281,35577.140625,35754.691406,35754.691406,353020000,1.00015147348557,1.0296741982599,0.991217252081742,35237.8625002,35476.87929695,35374.4731472575,35372.1515807579,-106.105926601362,-120.815862381524,44.7104756568757
2021-12-08,35716.851563,35840.519531,35602.648438,35754.75,35754.75,387650000,1.00826737180684,1.04814501487106,0.983955634427709,34908.6601564,35505.728711,35200.5788613863,35335.2978819956,-158.191113505432,-124.493346326565,41.7999204216678
2021-12-07,35423.988281,35819.46875,35423.988281,35719.429688,35719.429688,474940000,1.02282645987192,1.02148412969927,0.973065359301941,34701.078125,35540.11269535,34942.4425105795,35295.1343366267,-221.818938164732,-116.068904531848,26.9145138270742
2021-12-06,34633.429688,35356.75,34633.429688,35227.03125,35227.03125,416720000,0.998289224447809,0.987917998271701,0.951037766875928,34627.678125,35589.7363282,34701.6696253692,35281.5707635348,-269.98591564384,-89.6313961236271,30.9987876550793
2021-12-03,34692.78125,34801.308594,34264.570313,34580.078125,34580.078125,439550000,1.01809269652617,0.990720990056281,0.956547475443736,34704.534375,35671.5023438,34735.7895940538,35349.7961399069,-247.044187747815,-44.542766243574,14.9922097570916
2021-12-02,34076.25,34759.648438,34076.25,34639.789063,34639.789063,466900000,0.982620824582156,0.96351252111242,0.943745395404906,34839.3164062,35742.2363282,34757.2937660806,35418.9556020024,-220.211898633279,6.08258913248631,17.077197310713
2021-12-01,34678.941406,35004.640625,34006.980469,34022.039063,34022.039063,496000000,0.989216219260772,0.969977681715912,0.961725366780725,35174.528125,35841.3783204,35097.815649121,35560.2930337921,-119.986967456069,62.6562110739276,19.2061114260216
2021-11-30,35056.988281,35056.988281,34424.441406,34483.71875,34483.71875,678800000,1.00112164221898,0.984196102507594,0.975563700534862,35362.7242188,35904.18671885,35307.2527706815,35653.0668893491,-51.6831880196041,108.317005706427,17.6313619993928
2021-11-29,35017.710938,35287.910156,34895.890625,35135.941406,35135.941406,416040000,0.990132510163481,0.982776454389172,0.977229851394793,35477.6085938,35943.0197267,35432.3850155222,35715.8120060175,-2.2430177131464,148.317054137934,26.9810986062007
2021-11-26,35366.691406,35366.691406,34749.800781,34899.339844,34899.339844,324580000,0.989214201735081,0.985718744811313,0.990322941243077,35649.884375,35977.7482423,35639.7220542833,35789.2963289667,64.8923912047467,185.957072100705,39.7654077727362
2021-11-24,35752.308594,35825.46875,35591.03125,35804.378906,35804.378906,280960000,1.00371664821345,0.995839114923287,1.00582067943771,35756.884375,35986.6841798,35776.2373784249,35833.7810577,114.105139791522,216.223242324694,36.7002865084125
2021-11-23,35619.921875,35841.519531,35542.871094,35813.800781,35813.800781,392520000,0.999677579951237,0.98507240503493,0.993986180300437,35838.3625,35990.8402345,35788.2017706374,35842.3571065105,135.995950448938,241.752767957987,41.3894764786932
2021-11-22,35631.410156,35929.660156,35615.550781,35619.25,35619.25,420810000,0.993096823551631,0.987671379401962,0.995539649674528,35929.6140626,35999.3966798,35872.3417184561,35865.7713414064,175.437837252422,268.191972335249,51.4048397033328
2021-11-19,35879.089844,35879.089844,35555.371094,35601.980469,35601.980469,408840000,0.999370459688252,0.993087562094847,1.00522429410575,36029.0976564,36002.4572267,35992.8074996841,35890.4409398702,222.058488347007,291.380506105956,55.5186801233287
2021-11-18,35901.691406,35952.628906,35654.390625,35870.949219,35870.949219,435080000,0.992864768829038,0.998273545165666,1.00825586884866,36046.0359376,35988.888672,36049.6663275261,35891.6357920671,253.115154953608,308.711010545693,68.9018380521955
2021-11-17,36159.699219,36159.699219,35909.480469,35931.050781,35931.050781,358310000,1.00231508800883,1.00335521804029,1.0180003699394,36073.4539064,35969.82011735,36123.6537882892,35890.5773063899,286.771829946709,322.609974443715,56.5726778233467
2021-11-16,36076.179688,36316.609375,36076.179688,36142.21875,36142.21875,308290000,0.998542758242314,0.993854685372287,1.01694198220268,36101.3640626,35935.5931642,36105.6310729337,35862.2486840099,299.288872996854,331.569510567966,59.2634332620119
2021-11-15,36128.828125,36236.070313,36031.78125,36087.449219,36087.449219,280660000,1.00458925255531,0.992426681087948,1.02274447531951,36167.034375,35898.0527345,36120.3567654006,35839.7296309584,319.415685675449,339.639669960744,57.7185058505159
2021-11-12,35963.78125,36147.628906,35934.589844,36100.308594,36100.308594,293180000,0.997918908536897,0.98756936626075,1.02108859223528,36224.5609376,35852.6623048,36116.1210856009,35809.2982105329,335.098203026297,344.695666032068,62.2013029056845
2021-11-11,36038.78125,36108.171875,35915.269531,35921.230469,35921.230469,270320000,0.992824404085484,0.993659314147855,1.02898478472133,36285.5546876,35805.6546876,36192.2910034013,35793.0368379574,367.045414946464,347.09503178351,74.4425213064846
2021-11-10,36299.25,36346.609375,36009.5,36079.941406,36079.941406,278390000,0.997108017975098,1.00531161862445,1.05388669576649,36299.2906252,35725.8765626,36269.045880102,35767.1690051109,394.846468488977,342.107435992772,80.3068401670859
2021-11-09,36404.53125,36416.980469,36173.070313,36319.980469,36319.980469,258020000,0.999672409462844,1.00957987035986,1.05911143626887,36251.258594,35629.5496095,36253.943820153,35711.160479333,398.067046377946,328.922677868721,82.6452926155712
2021-11-08,36416.460938,36565.730469,36334.421875,36432.21875,36432.21875,284400000,1.004072677939,1.01339502150882,1.0553309266754,36157.374219,35534.6804689,36178.6501052295,35638.1740824207,385.668063299832,311.636585741414,82.1830101792427
2021-11-05,36268.75,36484.75,36190.199219,36327.949219,36327.949219,344600000,1.00446691785603,1.01214226239767,1.04449286724432,36040.811719,35450.04687515,36059.7446888443,35556.2491502545,363.018075744847,293.12871635181,82.5695913164658
2021-11-04,36107.460938,36168.03125,35986.480469,36124.230469,36124.230469,307640000,1.00134143968162,1.01106565232374,1.03883731264424,35929.517969,35374.4878908,35955.2420332664,35481.2490608076,343.86785148747,275.65637650355,86.7927414542249
2021-11-03,36059.089844,36178.511719,35891.730469,36157.578125,36157.578125,262540000,1.00345012081934,1.01445136476821,1.04489665955333,35817.1078126,35294.6007814,35879.1325808996,35415.3320211032,330.845646453701,258.60350775757,86.463104204224
2021-11-02,35935.109375,36088.808594,35884.128906,36052.628906,36052.628906,304510000,1.00283144311067,1.00278159597549,1.05076611655388,35772.3757814,35201.5943361,35789.1539493493,35347.5680397456,314.337334014905,240.542973083538,80.4884486579287
2021-11-01,35833.648438,36009.738281,35797.96875,35913.839844,35913.839844,292880000,1.00339847200324,1.00119017620524,1.05283928979514,35743.5640626,35106.60136735,35716.176236524,35285.721583403,301.318010850984,222.094382850696,71.7663634155884
2021-10-29,35712.28125,35852.53125,35633.199219,35819.558594,35819.558594,399400000,1.0046945890698,1.00055081849966,1.04078110060302,35715.3585938,35030.56699235,35657.440135786,35228.0450723928,290.648380894847,202.288475850624,68.4281602391371
2021-10-28,35545.410156,35742.25,35545.410156,35730.480469,35730.480469,337400000,0.991906905134805,0.99825013799852,1.04758849579191,35694.4460938,34941.4878908,35630.019578679,35177.072843171,285.159826806906,180.198499589568,81.6333911271758
2021-10-27,35835.429688,35835.429688,35490.429688,35490.691406,35490.691406,354180000,1.00123994423275,1.00887124249509,1.03967302987855,35689.4281252,34887.61640645,35672.3242900185,35138.3004944522,290.997168042923,153.958167785234,83.7048871724551
2021-10-26,35791.050781,35892.921875,35734.730469,35756.878906,35756.878906,321910000,1.00275770408513,1.00890455810801,1.04164637375952,35617.3742188,34813.8488283,35590.7715910277,35064.9184740787,264.685790608994,119.698417720811,84.1431755832439
2021-10-25,35692.621094,35787.039063,35629.371094,35741.148438,35741.148438,267220000,1.00238438032484,1.01039621067314,1.02719379689126,35524.2382814,34761.6812502,35490.6319960415,34988.4834944028,231.77150971537,83.4515744987658,74.7100764140386
2021-10-22,35607.71875,35765.019531,35533.949219,35677.019531,35677.019531,346290000,1.00246051939368,1.01097921707404,1.02499906390447,35429.9179688,34714.01367205,35389.6374470623,34914.3637470767,196.411628273469,46.3715906946147,77.2684570250223
2021-10-21,35520.320313,35612.359375,35442.53125,35603.078125,35603.078125,298390000,1.00127300783989,1.01418160888848,1.02180556325683,35313.1,34671.74316425,35280.5967955934,34841.3790099269,157.067267301827,8.86158129990122,64.7815428689945
2021-10-20,35475.160156,35669.691406,35465.710938,35609.339844,35609.339844,265750000,1.00424026860472,1.02996065534671,1.03437278505713,35097.6796874,34610.54218765,35160.7350368902,34769.9115043403,113.463690813638,-28.1898402005802,64.3431513997047
2021-10-19,35325.371094,35462.679688,35290.121094,35457.308594,35457.308594,278510000,1.00296276383789,1.02771559559903,1.03877157637806,34877.1898438,34537.12773455,35003.5224773352,34695.6748041656,60.7574154877875,-63.6032229541348,56.4869222874946
2021-10-18,35221.019531,35327.570313,35035.941406,35258.609375,35258.609375,312640000,1.00563592726299,1.02068762923957,1.03513265972184,34713.5453126,34472.1396486,34842.5981690028,34629.390984183,7.85254797751259,-94.6933825646154,54.1100654692866
2021-10-15,35023.628906,35320.96875,35023.628906,35294.761719,35294.761719,327870000,1.01685121707738,1.008634997824,1.01636432845233,34614.099219,34434.07460955,34653.3874880042,34567.1142950444,-49.1626335643596,-120.329865200147,44.5021167190071
2021-10-14,34443.21875,34923.828125,34443.21875,34912.558594,34912.558594,338540000,1.00205127294519,0.990955882123831,0.991518169792234,34560.8875004,34419.786133,34468.2667790064,34519.0601254701,-101.121690607783,-138.121673109094,51.1586307161654
2021-10-13,34372.710938,34449.828125,34115.101563,34377.808594,34377.808594,316220000,0.996104068110944,0.996029877467489,0.987430186583004,34574.1875004,34438.13867205,34480.7907935095,34527.0434281512,-106.873173850727,-147.371668734422,57.2453019311594
2021-10-12,34507.148438,34611.238281,34318.941406,34378.339844,34378.339844,319010000,0.993761031533542,1.00901160419928,0.997865854388998,34539.4375004,34448.5505861,34534.8307212643,34543.2889534303,-105.480661802983,-157.496292455346,60.7262968122915
2021-10-11,34723.789063,34951.351563,34486.511719,34496.058594,34496.058594,256820000,0.999028089429273,1.02023017498035,0.994754349908078,34445.0578128,34468.5380861,34548.6718628965,34547.0932182124,-115.857227708548,-170.500200118437,54.074742266585
2021-10-08,34757.570313,34842.621094,34661.949219,34746.25,34746.25,238080000,1.00718208006259,1.01295747620858,1.00265596379686,34362.8921878,34465.62363295,34461.1132628447,34528.4936556032,-149.474257606802,-184.160943220909,46.9045872587809
2021-10-07,34509.71875,34975.191406,34509.71875,34754.941406,34754.941406,273290000,1.00908676180435,1.01706476861154,0.987414127148175,34197.517969,34475.2246095,34312.884737767,34504.3803232456,-193.64718656629,-192.832614624436,41.1322119120104
2021-10-06,34198.960938,34432.679688,33854.691406,34416.988281,34416.988281,322170000,1.0048100407078,0.99219508867826,0.976748197228089,34189.1703128,34500.39257825,34214.4677316505,34503.8183835873,-221.975424946344,-192.628971638972,42.2318236152982
2021-10-05,34035.25,34490.949219,34035.25,34314.671875,34314.671875,311520000,0.991906529474335,0.99054635080228,0.970012091433816,34221.3937502,34544.8169923,34222.2211284758,34535.9086410175,-223.263029439484,-185.29235831213,41.6596820293652
2021-10-04,34312.960938,34410.28125,33821.578125,34002.921875,34002.921875,396860000,1.01126595466049,0.98748871750443,0.970026002861901,34363.883594,34611.71640635,34315.7066927136,34588.6095505983,-204.990268695241,-175.799690530291,39.2565990871549
2021-10-01,33930.699219,34490.558594,33785.539063,34326.460938,34326.460938,427580000,0.984412163326969,0.976724602361646,0.958447476139955,34449.1453126,34666.1548829,34317.0795700705,34617.6251940297,-206.961927487937,-168.502045989053,42.3954475849139
2021-09-30,34467.980469,34557.371094,33833.320313,33843.921875,33843.921875,354830000,1.00314034047325,0.991533124901526,0.974964595421166,34615.4671876,34737.27285165,34510.2697456057,34689.9331914012,-167.546932558063,-158.887075614333,39.5425359984249
2021-09-29,34360.078125,34580.421875,34305.960938,34390.71875,34390.71875,290350000,0.988844697556607,1.00185959833999,0.97096513792778,34581.13125,34783.25136725,34531.4143839085,34713.2966358645,-169.507020010358,-156.7221113784,43.9523059914394
2021-09-28,34747.699219,34798.210938,34254.648438,34299.988281,34299.988281,379020000,1.00024265587946,1.02178466001627,0.981812528731655,34510.4898438,34834.8164063,34617.0825133628,34750.477531745,-158.556827223874,-153.52588422041,39.729245349885
2021-09-27,34739.269531,35061.121094,34739.269531,34869.371094,34869.371094,289480000,0.999337240133586,1.02097420646122,0.97934891283015,34366.071875,34871.0214844,34551.7741605441,34750.7699857181,-181.740993242223,-152.268148469544,39.6591718847127
2021-09-24,34762.308594,34857.058594,34648.078125,34798,34798,254310000,1.01358769903424,1.00878097253768,0.986693556083912,34310.1617188,34895.6134766,34458.0264753162,34751.980559899,-207.83061882577,-144.899937276374,30.2430745101424
2021-09-23,34296.300781,34879.78125,34296.300781,34764.820313,34764.820313,283890000,1.00851091787304,0.987288836965073,0.967464334878308,34305.271875,34929.9820313,34305.8854159743,34750.8933984147,-240.453272893108,-129.167266889025,21.4672044114096
2021-09-22,34006.871094,34440.421875,34006.871094,34258.320313,34258.320313,296590000,0.999449288893155,0.976920648767613,0.960950932871812,34408.065625,34984.6054688,34310.6777334614,34798.7452528794,-231.146071882438,-101.345765388005,21.6003184089127
2021-09-21,34025.609375,34313.878906,33914.019531,33919.839844,33919.839844,306970000,0.987402410967153,0.983940873326436,0.961644853110673,34522.88125,35053.3978516,34462.5810531922,34882.1004274983,-186.435369779618,-68.8956887643961,25.3254631750363
2021-09-20,34459.71875,34459.71875,33613.03125,33970.46875,33970.46875,435780000,0.991993155882248,0.987189360613225,0.980056010259956,34699.1390626,35110.16582035,34681.0668922882,34972.2573803928,-128.56436596431,-39.5107685105907,37.7509050594878
2021-09-17,34737.859375,34779.859375,34519.628906,34584.878906,34584.878906,560630000,0.997919862242505,1.00208735991115,0.994842151197781,34740.2953126,35133.07792975,34791.7409634323,35026.208815171,-97.0301212260165,-17.2473691471608,35.1959207658979
2021-09-16,34810.269531,34943.550781,34540.109375,34751.320313,34751.320313,278270000,1.00663140593822,0.996013678168417,0.998153320431778,34782.6414064,35139.91855475,34818.6817576485,35056.5613878206,-83.6893834513176,2.6983188725531,29.7148731587393
2021-09-15,34580.949219,34880.769531,34522.03125,34814.390625,34814.390625,317490000,0.990662326543307,0.987658071522382,0.979347326944346,34823.2031252,35164.91503915,34822.8878709728,35082.4868464333,-72.8171211795852,24.2952444535208,35.7646712587863
2021-09-14,34906.898438,34990.359375,34510.300781,34577.570313,34577.570313,325140000,1.0069636508344,0.994854263133433,0.983292589149131,34924.5031252,35210.86816415,34943.8571969592,35135.2802808999,-34.5320256228661,48.5733358617973,35.0004966768364
2021-09-13,34665.5,34939.101563,34665.5,34869.628906,34869.628906,334190000,0.991871439828963,0.97999226773139,0.976745312279185,35017.7710938,35240.0646485,34962.3365764387,35159.3204748894,-18.3515946741391,69.3496762329631,50.9819377702552
2021-09-10,34949.589844,35104.25,34599.609375,34607.71875,34607.71875,333230000,0.998186726663296,0.987228290283835,0.983067725472334,35165.0171876,35284.3675782,35110.7548646581,35211.3015775094,27.1462013465862,91.2749939597386,54.3514784107206
2021-09-09,35013.078125,35199.890625,34847.300781,34879.378906,34879.378906,261330000,0.997880407505949,0.990383279905018,0.986785861696939,35245.7109376,35310.9851563,35191.3373749871,35238.8501810367,55.8975684952675,107.307192113027,44.2928288063431
2021-09-08,35087.449219,35175.148438,34925.609375,35031.070313,35031.070313,261880000,0.991920754901496,0.991519572409597,0.993953653796801,35320.6054688,35325.3757813,35280.4669999807,35262.6156606195,85.3174511396501,120.159598017466,46.5838757641375
2021-09-07,35373.238281,35373.238281,35060.898438,35100,35100,289830000,0.999195175274696,0.999487428137565,1.00677572908557,35381.3914062,35327.7619141,35376.975890471,35281.0542334215,114.054608854625,128.870134736921,47.5738668230958
2021-09-03,35401.730469,35422.710938,35269.398438,35369.089844,35369.089844,221370000,1.00137673731597,0.99802461926214,1.00488391134072,35401.1039062,35320.5835938,35378.8446952066,35271.3506494659,119.976173169314,132.574016207494,44.6301008575917
2021-09-02,35353.058594,35475.398438,35348.480469,35443.820313,35443.820313,263370000,0.999025301660082,1.00346140729496,1.00785739144454,35366.9796874,35304.36914065,35367.4018083098,35257.626457936,122.888111779415,135.723476967039,47.4941304356401
2021-09-01,35387.550781,35407.371094,35287.050781,35312.53125,35312.53125,265520000,0.999891834533767,0.998247405687532,1.01642772929348,35386.3039062,35277.4966797,35374.5734154648,35247.5809699292,129.773022706788,138.932318263945,52.1956638284952
2021-08-31,35391.378906,35449.789063,35289.859375,35360.730469,35360.730469,337240000,0.997732794128595,1.0000737345501,1.00981348384368,35386.5476562,35260.49121095,35368.0847326971,35232.847305606,133.161133283815,141.222142153235,57.8434995226859
2021-08-30,35471.800781,35510.710938,35374.460938,35399.839844,35399.839844,245390000,1.00683178617619,1.00251767060721,1.01743051421824,35384.815625,35234.1273438,35356.4376460457,35216.1597687224,135.15893248163,143.23739437059,50.0359425543858
2021-08-27,35231.109375,35479.179688,35231.109375,35455.800781,35455.800781,240990000,0.993834350128868,1.0019948433588,1.00750819569226,35322.6492188,35208.96523445,35298.7560785686,35189.2501884827,127.554493530748,145.25700984283,59.6266251912581
2021-08-26,35449.679688,35498.449219,35205.101563,35213.121094,35213.121094,239740000,1.00172117193695,1.01522765750681,1.01246436200382,35260.0195314,35198.07285165,35332.5794303529,35184.8439583229,140.49988742936,149.68263892085,63.4273519654269
2021-08-25,35388.769531,35501.140625,35287.628906,35405.5,35405.5,237230000,1.00017100949881,1.01474129012146,1.0115126446269,35145.0179688,35174.8882813,35274.0293015293,35156.9665130938,132.724850864615,151.978326793723,57.1030866608454
2021-08-24,35382.71875,35445.46875,35356.179688,35366.261719,35366.261719,228710000,1.00630670905505,1.00205378424942,1.0077690095562,35129.3039064,35160.9472657,35216.6591867939,35132.5661954194,127.072295076672,156.791695776,56.393392412526
2021-08-23,35160.96875,35428.910156,35160.96875,35335.710938,35335.710938,245760000,1.00695939297348,0.990449496983728,1.00233959205261,35152.7625002,35145.7562501,35133.6294051908,35106.2343475688,118.625333644399,164.221545950832,48.8411624041592
2021-08-20,34917.960938,35177.261719,34867.070313,35120.078125,35120.078125,269320000,1.00124127513386,0.983858725838058,0.996066322735812,35218.7343752,35140.50078135,35119.9597327863,35100.4728315235,128.696661654205,175.62059902744,46.8279328529149
2021-08-19,34874.671875,34997.808594,34690.25,34894.121094,34894.121094,333550000,0.987665678652823,0.980960420702505,1.00056125200439,35345.4539064,35137.3582032,35220.9591301794,35119.6846097891,164.422000639017,187.351583370749,59.1261149663096
2021-08-18,35310.199219,35356.800781,34943.410156,34960.691406,34960.691406,289800000,0.994653170779141,0.995159729704898,1.01467023649577,35466.9078126,35133.60859385,35394.1027577691,35145.4754239774,212.036545166702,193.083979053682,61.4024710497189
2021-08-17,35500.011719,35500.011719,35120.308594,35343.28125,35343.28125,309410000,1.00025875964257,1.00564068187727,1.02728974873375,35465.0460938,35095.9466798,35436.0545271536,35128.1360771329,225.381248135978,188.345837525427,61.8896966491381
2021-08-16,35490.828125,35631.191406,35231.871094,35625.398438,35625.398438,292590000,0.998291763528751,1.01012251345362,1.04440728706786,35392.078125,35020.035547,35404.0759312304,35088.9912727259,219.809305407514,179.086984872789,64.6258001661152
2021-08-13,35551.558594,35610.570313,35474.78125,35515.378906,35515.378906,236790000,1.00196204562776,1.0091368071818,1.02962997824125,35339.846875,34971.9181642,35360.6998343456,35046.692656697,210.435310908164,168.906404739108,67.1665357933083
2021-08-12,35481.941406,35510.769531,35352.53125,35499.851563,35499.851563,231600000,1.00512878790859,1.01153162784361,1.013539785002,35245.0234374,34944.7373048,35265.2704545184,34993.548873823,189.226342017595,158.524178196843,64.740482033607
2021-08-11,35300.890625,35501.160156,35300.890625,35484.96875,35484.96875,232800000,1.0047166056449,1.01393861140769,1.01076833477806,35111.7570312,34916.8806642,35156.9349787777,34942.1391335939,166.49189770974,150.848637241656,66.2682275887526
2021-08-10,35135.171875,35285.160156,35091.910156,35264.671875,35264.671875,255040000,0.997317602039119,1.00250319183029,1.0061379916087,35061.0671874,34897.8775392,35084.9571556665,34904.375818709,153.487040710126,146.937822124634,77.6350619507075
2021-08-09,35229.671875,35229.671875,35041.238281,35101.851563,35101.851563,207850000,1.00433983959201,1.01048557959652,1.00771485235577,35006.853125,34889.11699235,35059.8497959997,34880.0814969941,151.528757183929,145.300517478261,60.3489666737105
2021-08-06,35077.441406,35246.789063,35077.441406,35208.511719,35208.511719,231570000,1.00752053563618,1.00311373463414,1.00690912344005,34954.6304688,34869.4708986,34974.9387564996,34843.2825098356,137.203402469626,143.743457551844,46.6491263679295
2021-08-05,34815.609375,35067.539063,34815.609375,35064.25,35064.25,216580000,0.993385193848693,0.994354929124105,1.01039244095512,34941.7945314,34838.47441425,34923.6874317494,34818.6342049762,132.423184351086,145.378471322399,52.2533023568954
2021-08-04,35047.441406,35047.441406,34790.621094,34792.671875,34792.671875,245300000,1.00525869977371,1.00175650676226,1.01383984277274,34975.8703126,34826.14453145,34977.7264601241,34818.9526081316,151.054993700134,148.617293065227,48.8841350875159
2021-08-03,34864.101563,35120.941406,34714.328125,35116.398438,35116.398438,259820000,0.997012829947817,0.992997778080893,1.00751151303198,34988.3718752,34803.9810549,34942.8689871861,34794.9011557244,149.034078204553,148.0078679065,50.1735850910655
2021-08-02,34968.558594,35192.109375,34808.199219,34838.160156,34838.160156,238620000,0.998723251625091,0.996854523690503,1.00512784181504,35031.3312502,34800.28398455,34982.2526992792,34787.616902327,162.954216212667,147.751315331987,53.4542357942469
2021-07-30,35013.261719,35106.300781,34871.128906,34935.46875,34935.46875,276410000,1.000779553168,0.99878486345052,1.01070478979034,35048.7914064,34783.9771486,34989.0997519188,34768.5704084667,167.71550605994,143.950590111817,59.0898218634101
2021-07-29,34985.988281,35171.519531,34985.988281,35084.53125,35084.53125,222680000,0.996469350119911,1.00375494176741,1.01387149056079,35017.1609376,34758.6800783,34977.0187683781,34742.8134284106,166.801554104124,138.009361124787,59.3442052178507
2021-07-28,35109.949219,35116.371094,34876.839844,34930.929688,34930.929688,347170000,1.00088516978533,1.00891587318567,1.02389015165806,34979.899219,34723.9175783,34972.5340120672,34717.2160755064,165.985746508093,130.811312879952,58.1888454454955
2021-07-27,35078.898438,35078.898438,34878.070313,35058.519531,35058.519531,326610000,1.00065721004736,1.01510368637267,1.02155013745439,34869.3015628,34685.3646486,34903.8264086008,34675.8757446123,149.908663903596,122.017704472917,54.3392692473708
2021-07-26,35055.859375,35150.371094,34950.191406,35144.308594,35144.308594,259790000,1.00575955731024,1.03160723262712,1.01823387824191,34649.8796878,34652.82480485,34816.2903939011,34633.4523032031,130.369504697068,115.044964615247,53.5347122156317
2021-07-23,34855.109375,35095.328125,34855.109375,35061.550781,35061.550781,314040000,1.00159282175862,1.00945969534609,1.01535208147275,34544.4039066,34616.43691425,34696.5059033517,34588.9884009087,105.879944201508,111.213829594792,54.733450885568
2021-07-22,34799.679688,34879.28125,34673.03125,34823.351563,34823.351563,291610000,1.0070237296166,0.994051015008717,1.0255134032011,34574.9703128,34570.3769533,34617.2041675275,34560.9756667938,93.5222877987908,112.547300943113,54.3470745577337
2021-07-21,34556.960938,34820.238281,34556.960938,34798,34798,317090000,1.01692588562461,0.989467439599277,1.01792188682614,34599.996094,34527.81992205,34525.9664072913,34535.8489277195,82.0328502986085,117.303554229194,42.9567720408063
2021-07-20,33981.789063,34621.789063,33981.789063,34511.988281,34511.988281,387020000,0.984166942808537,0.973109484728177,1.00322474810094,34672.7695314,34493.59980485,34510.4691419369,34533.6266108479,90.8881267940378,126.12123021184,52.415753674622
2021-07-19,34528.480469,34528.480469,33741.761719,33962.039063,33962.039063,440440000,0.986304223620592,0.987657867531225,1.03651559763685,34868.4039064,34460.11386735,34774.8091814054,34591.7147737792,159.431625131198,134.929506066291,70.0173214235263
2021-07-16,35007.941406,35090.011719,34647.820313,34687.851563,34687.851563,322980000,1.00238033693946,1.00491410381278,1.04119961273714,34930.0578126,34414.82480485,34897.9735376081,34598.3710163876,188.935923486912,128.803976300064,74.6591828043337
2021-07-15,34924.808594,34990.410156,34762.871094,34987.019531,34987.019531,320450000,1.00011398552708,1.01356153859312,1.02676602417219,34819.9718752,34365.14667985,34842.9896034121,34555.2583437968,175.028137279303,113.770989503352,74.0685157330157
